datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
3/14/21,8.8,-3.4,3.2,4.9,-11.6,-1.7,-10.7,36.3,0,0,0,,0,0,63.2,44.2,295.3,1012.8,61.8,15.4,139.1,11.4,7,,2021-03-14T06:57:32,2021-03-14T18:50:08,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/15/21,-1.6,-8.4,-5,-8.4,-17.5,-13,-21,28.3,0,0,0,,0,0,58.7,36.6,322.3,1023,26.9,16,171,14.7,7,,2021-03-15T06:55:49,2021-03-15T18:51:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/16/21,2.6,-7.4,-2.3,-1.5,-13.8,-6.9,-16.8,32.5,0,0,0,,0,0,29.5,20.9,263.3,1025.4,58.7,16,153.7,13.3,7,,2021-03-16T06:54:06,2021-03-16T18:52:27,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/17/21,10.6,-0.5,4.8,10.6,-4.5,1.9,-5.6,48,0,0,0,,0,0,33.5,22.2,204.1,1021.1,43,16,171.9,14.9,6,,2021-03-17T06:52:22,2021-03-17T18:53:36,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/18/21,9.2,2.1,6.1,8.2,-1.3,3.3,2,74.9,15.121,100,33.33,rain,0,0,40.1,28.3,270.1,1015.3,90.1,11.6,41.4,3.5,2,,2021-03-18T06:50:38,2021-03-18T18:54:45,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/19/21,6.1,-0.3,3,2.6,-6.8,-2,-12,35.7,0.607,100,12.5,rain,0,0,51.8,36.4,352.5,1020.4,43.6,15.7,193.8,16.7,7,,2021-03-19T06:48:54,2021-03-19T18:55:54,0.15,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/20/21,15.6,-1.2,6.9,15.6,-4.3,5.4,-10.8,28.2,0,0,0,,0,0,33.5,19.7,283.7,1031.2,0.8,16,197.5,16.9,8,,2021-03-20T06:47:10,2021-03-20T18:57:03,0.2,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/21/21,14.7,1.5,8.1,14.7,1.5,7.6,-4.5,42.4,0,0,0,,0,0,,19.9,125.2,1033.4,13.2,16,198.3,17.2,7,,2021-03-21T06:45:26,2021-03-21T18:58:11,0.24,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/22/21,13.9,0.8,8,13.9,-1.1,6.7,-0.8,55.9,0,0,0,,0,0,,24.9,141.5,1029.8,11,15.8,198.6,17.1,7,,2021-03-22T06:43:41,2021-03-22T18:59:20,0.29,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/23/21,14.2,2.6,9.1,14.2,1,8.8,3.7,69.3,0,0,0,,0,0,,22.6,106.2,1026.3,30.7,15.7,195.8,17.1,7,,2021-03-23T06:41:57,2021-03-23T19:00:28,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/24/21,12.4,3.6,9,12.4,1.5,8.5,4.8,75.8,0,0,0,,0,0,,20.2,101,1023.8,67.8,15.8,113.9,9.6,5,,2021-03-24T06:40:13,2021-03-24T19:01:37,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/25/21,16.9,8.3,11.4,16.9,6.6,10.9,8.8,84.5,3.196,100,33.33,rain,0,0,,12.2,75.9,1017.8,91.7,9.5,85,7.4,4,,2021-03-25T06:38:29,2021-03-25T19:02:45,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/26/21,20.6,12.3,16,20.6,12.3,16,11.5,76.6,0.265,100,12.5,rain,0,0,68.6,36.6,217.7,1005.9,74.8,15.4,77.8,6.8,3,,2021-03-26T06:36:44,2021-03-26T19:03:53,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/27/21,14,6.1,10.3,14,2.9,8.9,1.5,55.6,0,0,0,,0,0,62.8,43.4,347.8,1017.4,32.9,16,191.1,16.5,8,,2021-03-27T06:35:00,2021-03-27T19:05:01,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/28/21,14.4,6,8.7,14.4,2.6,6.1,5.9,83.1,14.318,100,41.67,rain,0,0,53.6,30,130.6,1011.9,99.5,12.2,23.1,2,1,,2021-03-28T06:33:16,2021-03-28T19:06:09,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/29/21,11.6,6.5,9.3,11.6,1.5,7.2,-4,42.5,3.101,100,12.5,rain,0,0,74.6,51.4,280.2,1007.6,47.4,15.7,211.4,18.1,9,,2021-03-29T06:31:33,2021-03-29T19:07:17,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/30/21,15.1,1.7,8.1,15.1,-1.4,6.7,-3.7,44.7,0,0,0,,0,0,45.7,31.6,189.6,1027.9,10.5,16,223.7,19.2,7,,2021-03-30T06:29:49,2021-03-30T19:08:24,0.53,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
3/31/21,20.1,7.1,13.9,20.1,4.5,13.1,7.7,67.4,0.194,100,4.17,rain,0,0,52.4,36.8,194,1019.7,82.8,15.7,143.9,12.5,7,,2021-03-31T06:28:06,2021-03-31T19:09:32,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/1/21,13.8,2.1,8.4,13.8,-4.1,5.4,4.2,76.5,26.435,100,45.83,rain,0,0,53.1,34.3,318.1,1006.7,94.4,9.5,52.5,4.6,3,,2021-04-01T06:26:22,2021-04-01T19:10:40,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/2/21,4.1,-1.8,1.2,0.9,-8.1,-3.9,-10,43.4,0,0,0,,0,0,55.6,31.7,309.3,1018.4,48.4,16,205.1,17.8,8,,2021-04-02T06:24:40,2021-04-02T19:11:48,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/3/21,9.4,-1.5,3.8,7.5,-4.4,1.3,-10,38.1,0,0,0,,0,0,42.9,29,332.9,1023.5,26.1,16,207.7,17.8,8,,2021-04-03T06:22:57,2021-04-03T19:12:55,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/4/21,16.1,0.8,9,16.1,-0.8,8.2,-9.1,28.6,0,0,0,,0,0,50.9,31.1,312.9,1016.7,9.9,16,213.4,18.5,8,,2021-04-04T06:21:15,2021-04-04T19:14:03,0.76,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/5/21,14.1,8.5,11.1,14.1,4.9,9.6,-6.2,29.5,0,0,0,,0,0,54.9,32.8,326.5,1009.4,81,16,97.7,8.3,4,,2021-04-05T06:19:33,2021-04-05T19:15:10,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/6/21,16.2,7.4,10.8,16.2,4.7,9.9,-0.3,47,0,0,0,,0,0,35.3,22.8,357.9,1011.9,78.7,16,192.5,16.7,8,,2021-04-06T06:17:52,2021-04-06T19:16:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/7/21,14.3,6.8,10.6,14.3,6.1,10.3,4,64.3,0,0,0,,0,0,31.7,20.8,47.8,1016.1,48.5,16,124.7,10.7,5,,2021-04-07T06:16:11,2021-04-07T19:17:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/8/21,13.5,7.7,11.5,13.5,6.4,11.3,5.8,68.3,0,0,0,,0,0,29.5,25.5,78,1019.7,47.5,16,221.4,19,7,,2021-04-08T06:14:30,2021-04-08T19:18:33,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/9/21,15.8,5.9,11.1,15.8,4.8,10.8,5.5,69.6,0,0,0,,0,0,27.7,28.8,125,1020.9,29.5,15.6,216.1,18.5,7,,2021-04-09T06:12:50,2021-04-09T19:19:41,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/10/21,23.9,8.6,15.9,23.9,6.7,15.3,8.4,62.5,0,0,0,,0,0,40.7,24.2,201.2,1013.2,55.1,16,184.5,16.2,7,,2021-04-10T06:11:10,2021-04-10T19:20:48,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/11/21,15.4,7.2,9.5,15.4,3.7,6.8,6.1,80,0,0,0,,0,0,39.1,28.6,45.1,1008,81.1,15.3,42.4,3.7,2,,2021-04-11T06:09:31,2021-04-11T19:21:56,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/12/21,10.4,6,8.1,10.4,3.9,5.3,4.4,77.7,0.143,100,20.83,rain,0,0,50.7,36.2,49.1,1011,92.5,14,91.6,8,3,,2021-04-12T06:07:53,2021-04-12T19:23:03,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/13/21,13.9,5.3,10.2,13.9,3,9.3,3.1,61.9,0,0,0,,0,0,46.2,28.4,36,1016.4,74.3,16,160,13.7,7,,2021-04-13T06:06:15,2021-04-13T19:24:11,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/14/21,11.3,7.8,9.5,11.3,6.4,8.5,3.6,66.9,0,0,0,,0,0,29.5,24,105.9,1017.2,59.4,16,218.4,18.9,7,,2021-04-14T06:04:38,2021-04-14T19:25:19,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/15/21,10.4,6,8.7,10.4,2,6.7,3.3,69.3,4.066,100,25,rain,0,0,,28.9,99.8,1010.8,93.7,15.2,79.9,7,3,,2021-04-15T06:03:02,2021-04-15T19:26:26,0.05,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/16/21,6.7,1.7,4.7,3,-3.5,-0.1,2.9,88.3,41.437,100,100,"rain,snow",0,0,66.2,45.6,11.5,999.9,100,6.4,22.8,2.1,1,,2021-04-16T06:01:26,2021-04-16T19:27:34,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/17/21,9.9,3.8,6.3,8,-1.3,3.1,1.5,72.5,2.149,100,37.5,rain,0,0,44.6,27.3,334.9,1005.8,99.6,13.9,105.9,9.2,5,,2021-04-17T05:59:51,2021-04-17T19:28:41,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/18/21,16.2,6.4,10.9,16.2,4,9.9,2,55.8,0,0,0,,0,0,40.9,24.5,302.5,1008.2,84.2,16,180.6,15.6,7,,2021-04-18T05:58:17,2021-04-18T19:29:49,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/19/21,16.6,8.3,12.8,16.6,7.7,12.6,4.6,58.6,0.289,100,8.33,rain,0,0,37.1,25.5,92.3,1009.9,59.4,16,190.5,16.3,7,,2021-04-19T05:56:43,2021-04-19T19:30:57,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/20/21,23.9,9.6,16.8,23.9,8,16.6,3.9,45.8,0,0,0,,0,0,54.2,33.6,236.8,1010.7,47.8,15.8,210.1,18.3,8,,2021-04-20T05:55:11,2021-04-20T19:32:04,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/21/21,21.1,5.4,13.5,21.1,1.1,12.9,6.8,65.2,6.327,100,25,rain,0,0,58.1,39.8,207.1,1005.4,58.3,14.8,153.4,13.3,7,,2021-04-21T05:53:39,2021-04-21T19:33:12,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/22/21,7.8,1.4,4.6,3.3,-4.7,-0.5,-7.5,42.2,0,0,0,,0,0,59.7,40.3,278.7,1003.8,54,16,186.5,15.9,7,,2021-04-22T05:52:08,2021-04-22T19:34:19,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/23/21,15.6,3.6,9.7,15.6,-1.5,7.6,-5.5,35.1,0,0,0,,0,0,61.5,40.4,268.6,1009.1,23.8,16,211.2,18.4,9,,2021-04-23T05:50:39,2021-04-23T19:35:27,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/24/21,22.8,10.1,16.4,22.8,10.1,16.4,-1.8,30.1,0,0,0,,0,0,41.5,24.4,254.6,1011.6,32.5,16,243.9,20.8,9,,2021-04-24T05:49:10,2021-04-24T19:36:34,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/25/21,15.1,10.2,11.8,15.1,10.2,11.8,4.6,62.6,3.078,100,20.83,rain,0,0,,20.3,68.4,1007.6,88.4,15.3,87.8,7.6,4,,2021-04-25T05:47:42,2021-04-25T19:37:41,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F2140,KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/26/21,13.8,8.2,10.5,13.8,4.2,9.1,-2.6,42.1,0,0,0,,0,0,60.8,38.2,300.3,1010.3,26.2,16,265,22.8,8,,2021-04-26T05:46:15,2021-04-26T19:38:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/27/21,20.5,7,12.8,20.5,3.7,11.6,-4.3,30.9,0,0,0,,0,0,35.3,26.9,265.9,1014.8,71.6,16,163.7,13.9,6,,2021-04-27T05:44:49,2021-04-27T19:39:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/28/21,15.2,9.9,12.2,15.2,9.4,12.1,6.5,69.9,5.639,100,29.17,rain,0,0,29.5,19.7,70.5,1012.4,91.2,15.6,168.8,14.6,7,,2021-04-28T05:43:25,2021-04-28T19:41:03,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/29/21,10.5,8.9,9.7,10.5,6.5,8.8,7.7,87.5,21.34,100,50,rain,0,0,,15.3,52.5,1006.5,97.3,7.3,83.4,7.3,2,,2021-04-29T05:42:01,2021-04-29T19:42:10,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
4/30/21,18.2,8.9,13.2,18.2,6.7,12.5,6,64.4,2.683,100,25,rain,0,0,75.7,46.3,279.1,992.4,87.5,13.9,151.5,13.2,7,,2021-04-30T05:40:39,2021-04-30T19:43:17,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/1/21,18.2,6.6,12,18.2,3,10.5,0.6,50.4,3.182,100,16.67,rain,0,0,49.4,37.3,295.2,1005.2,62.1,15.2,267.9,22.8,8,,2021-05-01T05:39:17,2021-05-01T19:44:23,0.63,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/2/21,24.3,9.8,17.4,24.3,8.6,17.4,3.8,41.7,0.285,100,4.17,rain,0,0,50,33.6,252,1005.9,87.3,16,159.1,13.8,6,,2021-05-02T05:37:58,2021-05-02T19:45:30,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/3/21,18,10.8,14.8,18,10.8,14.8,5.9,56.1,0.24,100,4.17,rain,0,0,25.9,23,67.5,1011.8,90.5,16,193.7,16.8,8,,2021-05-03T05:36:39,2021-05-03T19:46:36,0.74,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/4/21,12.5,8.8,10.2,12.5,5.7,8.8,6.7,79.6,16.774,100,58.33,rain,0,0,31.7,27.9,45.3,1009.8,100,11.7,56.6,4.8,2,,2021-05-04T05:35:22,2021-05-04T19:47:42,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/5/21,10.1,8.9,9.5,10.1,6.9,8,7.3,86.7,13.845,100,70.83,rain,0,0,,15.8,51.8,1007.5,100,9,36.8,3.1,1,,2021-05-05T05:34:06,2021-05-05T19:48:48,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/6/21,19.2,9.9,14.4,19.2,8.7,14.3,2.9,51.4,0.286,100,8.33,rain,0,0,49.5,27.8,310.7,1009.6,60.8,15.6,283,24.6,9,,2021-05-06T05:32:51,2021-05-06T19:49:53,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/7/21,13.5,8.2,11.1,13.5,6.7,10.8,2.3,54.8,0,0,0,,0,0,40.7,27.8,71.2,1014.8,63.9,15.9,221.6,18.9,8,,2021-05-07T05:31:38,2021-05-07T19:50:59,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/8/21,12.3,7.4,10.3,12.3,5.1,9.7,2.7,59.6,0,0,0,,0,0,38.9,28.6,48.8,1011.1,88.2,16,132.7,11.4,4,,2021-05-08T05:30:26,2021-05-08T19:52:04,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/9/21,20.5,9.1,14.9,20.5,6.7,14.7,2.4,46.1,0,0,0,,0,0,47.9,32.9,258.2,1012.8,65.4,16,224.1,19.2,8,,2021-05-09T05:29:16,2021-05-09T19:53:08,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/10/21,16.2,9.8,12.7,16.2,7.8,12.5,7.1,69.4,8.867,100,25,rain,0,0,,17.1,109.3,1010.9,95.6,15.2,105.8,9.1,4,,2021-05-10T05:28:07,2021-05-10T19:54:12,1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/11/21,18.1,11.4,14.6,18.1,11.4,14.6,-0.6,38.7,0,0,0,,0,0,54.9,34,274,1013.4,50.9,16,276,23.9,8,,2021-05-11T05:26:59,2021-05-11T19:55:16,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/12/21,19.2,8.4,13.8,19.2,5.9,13.2,0.7,41.9,0.027,100,4.17,rain,0,0,61,37.4,289.7,1017.4,46,16,231.4,19.8,8,,2021-05-12T05:25:54,2021-05-12T19:56:19,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/13/21,20.7,9.5,15.4,20.7,8,15.3,2,42,0,0,0,,0,0,29.5,15.3,306.5,1020.7,40.9,16,188.1,16.2,6,,2021-05-13T05:24:49,2021-05-13T19:57:22,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/14/21,24,11.9,18.1,24,11.9,18.1,3,37.5,0,0,0,,0,0,46.4,17.7,272.5,1020.7,31.8,16,246.5,21.5,9,,2021-05-14T05:23:47,2021-05-14T19:58:25,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/15/21,23.3,15.2,19.3,23.3,15.2,19.3,4.8,39,0,0,0,,0,0,35.3,23.8,150,1021.8,59.3,16,215.2,18.5,7,,2021-05-15T05:22:46,2021-05-15T19:59:27,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/16/21,25.3,14.1,19.1,25.3,14.1,19.1,4.7,39.8,0.239,100,8.33,rain,0,0,42.9,25.8,241.6,1022.7,70.8,15.9,176.2,15.2,8,,2021-05-16T05:21:47,2021-05-16T20:00:28,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/17/21,23.2,12.3,17.5,23.2,12.3,17.5,8.1,54.8,0.045,100,4.17,rain,0,0,27.7,21.8,86.4,1024.2,36.8,15.9,254.1,22,8,,2021-05-17T05:20:49,2021-05-17T20:01:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/18/21,28.2,14.2,21.9,27,14.2,21.6,6.7,40.3,0,0,0,,0,0,41.2,25,289.2,1022.5,55,15.8,252.1,22,8,,2021-05-18T05:19:54,2021-05-18T20:02:28,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/19/21,21.7,17.3,19.8,21.7,17.3,19.8,6.7,42.7,0,0,0,,0,0,,23,75.8,1025,45.2,16,260.8,22.3,8,,2021-05-19T05:19:00,2021-05-19T20:03:28,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/20/21,20.8,12.4,16.9,20.8,12.4,16.9,8.8,60.1,0,0,0,,0,0,,25.3,109.8,1031.9,39.5,15.9,267.9,23.1,8,,2021-05-20T05:18:08,2021-05-20T20:04:26,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/21/21,27.2,12.8,19.6,26.9,12.8,19.5,9.8,55.5,0,0,0,,0,0,,22,205.4,1030.6,65.8,16,209.4,18,7,,2021-05-21T05:17:17,2021-05-21T20:05:24,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/22/21,31,16.5,23.1,30.4,16.5,23,13.3,55.4,0,0,0,,0,0,,19.7,214.3,1019.7,78.8,16,188,16,7,,2021-05-22T05:16:29,2021-05-22T20:06:21,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/23/21,31.4,18,25,31.4,18,25.1,14.5,53,0,0,0,,0,0,50.6,31.1,299.9,1011.3,66,15.9,213.5,18.3,8,,2021-05-23T05:15:42,2021-05-23T20:07:17,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/24/21,19.1,12.8,16.2,19.1,12.8,16.2,5.6,50.7,0,0,0,,0,0,42.5,30.9,122.2,1024.3,51.4,16,261.7,22.7,9,,2021-05-24T05:14:57,2021-05-24T20:08:12,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/25/21,25.9,11.3,18.4,25.9,11.3,18.4,7.9,51.5,0,0,0,,0,0,41.9,32.5,211.9,1021.7,56.4,16,267.7,22.9,8,,2021-05-25T05:14:15,2021-05-25T20:09:06,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/26/21,33,17,24.2,33.7,17,24.5,15.7,60.8,5.75,100,12.5,rain,0,0,50,33.6,214.9,1013.4,55.6,15.5,261.4,22.6,8,,2021-05-26T05:13:34,2021-05-26T20:09:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/27/21,27.5,19.1,22.9,26.9,19.1,22.9,13.1,57.1,2.243,100,16.67,rain,0,0,37.1,26.6,286.4,1011.4,70.2,15.9,262.6,22.5,8,,2021-05-27T05:12:55,2021-05-27T20:10:51,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
